codigo,nome,unidade,material,maoDeObra,total
04.108.000025.SER,"Estaca pré-moldada de concreto protendido maciça cravada Ø 20 cm carga admissível 36 tf",m,111.42,5.21,116.63
04.108.000026.SER,"Estaca pré-moldada de concreto protendido cravada Ø 23 cm carga admissível 50 tf",m,137.14,5.21,142.35
04.108.000027.SER,"Estaca pré-moldada de concreto protendido vazada cravada Ø 33 cm carga admissível 75 tf",m,230.56,5.21,235.77
04.108.000028.SER,"Estaca pré-moldada de concreto armado octogonal vazada cravada Ø 36 cm carga até 138 tf",m,286.83,5.21,292.04
04.108.000029.SER,"Estaca pré-moldada de concreto armado octogonal vazada cravada Ø 42 cm carga até 158 tf",m,312.61,5.21,317.82
04.108.000040.SER,"Estaca Franki moldada no local Ø 35 cm carga admissível 55 tf",m,249.92,20.72,270.64
04.108.000041.SER,"Estaca Franki moldada no local Ø 40 cm carga admissível 75 tf",m,279.02,21.01,300.03
04.108.000042.SER,"Estaca Franki moldada no local Ø 45 cm carga admissível 95 tf",m,343.08,31.94,375.02
04.108.000043.SER,"Estaca Franki moldada no local Ø 52 cm carga admissível 130 tf",m,369.80,32.61,402.42
04.108.000044.SER,"Estaca Franki moldada no local Ø 60 cm carga admissível 170 tf",m,446.18,42.92,489.10
04.108.000045.SER,"Custo de mobilização ou desmobilização, equipamento estaca Franki, movimentação da equipe e dos equipamentos dentro das regiões metropolitanas (serviço terceirizado)",un,24391.39,0,24391.39
04.108.000060.SER,"Estaca Strauss moldada no local concreto C20 S50 Ø 25 cm carga admissível 20 tf",m,52.07,0,52.07
04.108.000061.SER,"Estaca tipo Strauss moldada no local concreto C20 S50 Ø 32 cm carga admissível 30 tf",m,68.69,0,68.69
04.108.000062.SER,"Estaca Strauss moldada no local concreto C20 S50 Ø 38 cm carga admissível 40 tf",m,92.02,0,92.02
04.108.000063.SER,"Estaca Strauss moldada no local concreto C20 S50 Ø 45 cm carga admissível 60 tf",m,132.69,0,132.69
04.108.000064.SER,"Custo de mobilização ou desmobilização, equipamento estaca Strauss, movimentação da equipe e dos equipamentos dentro das regiões metropolitanas (serviço terceirizado)",un,1844.73,0,1844.73
04.108.000070.SER,"Escavação manual para tubulão a ceú aberto",m³,0,288.79,288.79
04.108.000071.SER,"Tubulão a céu aberto - empregando concreto C15 S50",m³,355.60,192.02,547.62
04.108.000072.SER,"Tubulão a céu aberto - empregando concreto C20 S50",m³,371.08,192.02,563.10
04.108.000073.SER,"Tubulão a céu aberto - empregando concreto C15 S50 com 20% de volume em rachão",m³,304.05,175.59,479.64
04.108.000074.SER,"Tubulão a céu aberto - empregando concreto C20 S50 com 20% de volume em rachão",m³,316.43,175.59,492.02
04.108.000075.SER,"Tubulão a céu aberto - empregando concreto dosado em central C15 S50",m³,235.15,109.87,345.02
04.108.000076.SER,"Tubulão a céu aberto - empregando concreto dosado em central C20 S50",m³,267.21,109.87,377.08
04.108.000100.SER,"Estaca em perfil metálico cravada - I de 10 x 4 x 5/8",m,324.61,3.47,328.07
04.108.000105.SER,"Estaca em perfil metálico cravada - I de 12 x 5 x 1/4",m,435.86,3.47,439.33
04.108.000110.SER,"Estaca em perfil metálico cravada - duplo I de 10 x 4 x 5/8",m,597.71,3.47,601.18
04.108.000115.SER,"Estaca em perfil metálico cravada - duplo I de 12 x 5 x 1/4",m,812.70,3.47,816.17
04.108.000130.SER,"Corte de perfil metálico I de 10 x 4 x 5/8",un,97.00,0,97.00
04.108.000135.SER,"Corte de perfil metálico I de 12 x 5 x 1/4",un,136.60,0,136.60
04.108.000140.SER,"Corte de perfil metálico duplo I de 10 x 4 x 5/8",un,213.92,0,213.92
04.108.000145.SER,"Corte de perfil metálico duplo I de 12 x 5 x 1/4",un,259.66,0,259.66
04.108.000150.SER,"Solda de topo em estaca metálica perfil I 10 x 4 x 5/8",un,255.00,0,255.00
04.108.000152.SER,"Solda de topo em estaca metálica perfil I 12 x 5 x 1/4",un,282.26,0,282.26
04.108.000154.SER,"Solda de topo em estaca metálica perfil duplo I de 10 x 4 x 5/8",un,1231.53,0,1231.53
04.108.000156.SER,"Solda de topo em estaca metálica perfil duplo I de 12 x 5 x 1/4",un,1360.57,0,1360.57
04.108.000158.SER,"Solda longitudinal em estaca metálica",m,149.75,0,149.75
04.108.000180.SER,"Estaca raiz perfurada em solo Ø 150 mm carga 25 tf",m,221.60,23.60,245.21
04.108.000181.SER,"Estaca raiz perfurada em solo Ø 200 mm carga 50 tf",m,263.67,28.17,291.83
04.108.000182.SER,"Estaca raiz perfurada em solo Ø 250 mm carga 80 tf",m,300.88,33.31,334.19
04.108.000183.SER,"Estaca raiz perfurada em solo Ø 310 mm carga 100 tf",m,351.80,43.62,395.42
04.108.000184.SER,"Estaca raiz perfurada em solo Ø 400 mm carga 130 tf",m,515.36,72.93,588.30
04.108.000200.SER,"Estaca raiz perfurada em rocha Ø 150 mm carga 25 tf",m,600.79,23.60,624.40
04.108.000201.SER,"Estaca raiz perfurada em rocha Ø 200 mm carga 50 tf",m,617.24,28.17,645.40
04.108.000202.SER,"Estaca raiz perfurada em rocha Ø 250 mm carga 80 tf",m,833.81,33.31,867.12
04.108.000203.SER,"Estaca raiz perfurada em rocha Ø 310 mm carga 100 tf",m,1002.58,43.62,1046.20
04.108.000204.SER,"Estaca raiz perfurada em rocha Ø 400 mm carga 130 tf",m,1268.62,72.93,1341.56
04.108.000205.SER,"Custo de mobilização ou desmobilização, equipamento estaca raiz, movimentação da equipe e dos equipamentos dentro das regiões metropolitanas (serviço terceirizado)",un,15321.48,0,15321.48
04.108.000300.SER,"Estaca hélice contínua monitorada Ø 300 mm",m,68.03,5.21,73.24
04.108.000301.SER,"Estaca hélice contínua monitorada Ø 400 mm",m,99.15,5.99,105.14
04.108.000302.SER,"Estaca hélice contínua monitorada Ø 500 mm",m,136.92,7.17,144.09
04.108.000303.SER,"Estaca hélice contínua monitorada Ø 600 mm",m,181.07,8.47,189.54
04.108.000304.SER,"Estaca hélice contínua monitorada Ø 700 mm",m,232.00,10.42,242.42
04.108.000305.SER,"Estaca hélice contínua monitorada Ø 800 mm",m,291.13,13.03,304.16
04.108.000306.SER,"Custo de mobilização ou desmobilização, equipamento estaca hélice contínua, movimentação da equipe e dos equipamentos dentro das regiões metropolitanas (serviço terceirizado)",un,27056.00,0,27056.00
04.108.000400.SER,"Estaca escavada mecânicamente Ø 250 mm",m,35.29,1.69,36.99
04.108.000401.SER,"Estaca escavada mecânicamente Ø 300 mm",m,44.17,1.95,46.13
04.108.000402.SER,"Estaca escavada mecânicamente Ø 350 mm",m,54.30,2.21,56.52
04.108.000403.SER,"Estaca escavada mecânicamente Ø 400 mm",m,66.16,2.61,68.77
04.108.000404.SER,"Estaca escavada mecânicamente Ø 500 mm",m,93.76,3.13,96.89
04.108.000405.SER,"Estaca escavada mecânicamente Ø 600 mm",m,127.08,3.91,130.99
04.108.000406.SER,"Estaca escavada mecânicamente Ø 700 mm",m,167.08,5.21,172.29
04.108.000407.SER,"Custo de mobilização ou desmobilização, equipamento estaca escavada mecânicamente, movimentação da equipe e dos equipamentos dentro das regiões metropolitanas (serviço terceirizado)",un,1844.73,0,1844.73
04.109,"Fundações superficiais",m,0,0,0
04.109.000010.SER,"Alvenaria de embasamento com pedra rachão empregando argamassa de cimento e areia traço 1:4",m³,207.01,212.35,419.36
04.109.000011.SER,"Alvenaria de embasamento com pedra rachão empregando argamassa mista de cimento, saibro e areia traço 1:4:5",m³,153.55,138.75,292.29
04.109.000020.SER,"Alvenaria de embasamento com tijolo comum empregando argamassa mista de cimento, cal e areia traço 1:2:8",m³,383.08,239.28,622.36
04.109.000030.SER,"Alvenaria de embasamento com blocos cerâmicos portante 14 x 19 x 39 empregando argamassa mista de cimento, cal e areia traço 1:2:8",m³,291.29,206.54,497.83
04.109.000031.SER,"Alvenaria de embasamento com blocos cerâmicos de vedação 14 x 19 x 39 empregando argamassa mista de cimento, cal e areia traço 1:2:8",m³,205.82,206.54,412.36
04.109.000035.SER,"Alvenaria de embasamento com blocos cerâmicos laminado 5,5 x 11 x 23,5 empregando argamassa mista de cimento, cal e areia traço 1:2:8",m³,1331.31,623.87,1955.18
04.109.000050.SER,"Broca de concreto C15 S50 armado Ø 25 cm",m,22.27,30.09,52.36
04.109.000051.SER,"Broca de concreto C15 S50 armado Ø 30 cm",m,32.06,44.89,76.95
04.109.000060.SER,"Broca de concreto com seixo C15 S50 armado Ø 20 cm",m,15.76,22.12,37.88
04.109.000061.SER,"Broca de concreto com seixo C15 S50 armado Ø 25 cm",m,24.62,30.09,54.71
04.109.000062.SER,"Broca de concreto com seixo C15 S50 armado Ø 30 cm",m,35.44,44.89,80.33
04.110,"Lastros",m,0,0,0
04.110.000002.SER,"Geotêxtil usado como filtro envolvendo o material drenante",m²,5.41,0.39,5.80
04.110.000005.SER,"Geotêxtil em colchão drenante usado como filtro e distribuidor de carga onde a movimentação do colchão será pequena ao longo do tempo",m²,5.26,0.13,5.39
04.110.000020.SER,"Lastro de areia grossa",m³,147.96,45.60,193.55
04.110.000030.SER,"Lastro de brita 1 apiloado com soquete manual para regularização",m³,134.30,32.57,166.86
04.110.000033.SER,"Lastro de brita 3 e 4 apiloado com soquete manual para regularização",m³,136.45,32.57,169.01
04.110.000035.SER,"Lastro de seixo, inclusive espalhamento",m³,161.55,40.49,202.04
04.110.000040.SER,"Lastro de concreto magro com seixo # 8 cm, incluindo preparo e lançamento",m²,26.52,19.21,45.73
04.110.000042.SER,"Lastro de concreto não estrutural impermeabilizado espessura 6 cm",m²,18.62,16.72,35.34
04.110.000044.SER,"Lastro de concreto não estrutural impermeabilizado espessura 8 cm",m²,24.83,24.72,49.55
04.110.000046.SER,"Lastro de concreto, incluindo preparo de caixa, # 5 cm",m²,15.05,15.90,30.94
04.110.000048.SER,"Lastro de concreto, incluindo preparo e lançamento",m³,300.91,192.02,492.93
05,"Superestrutura",m,0,0,0
05.101,"Armaduras",m,0,0,0
05.101.000005.SER,"Armadura de aço CA-25 para estruturas de concreto armado, Ø até 12,5 mm, corte, dobra e montagem",kg,5.04,3.87,8.91
05.101.000006.SER,"Armadura de aço CA-25 para estruturas de concreto armado, Ø >12,5 mm até 25,0 mm, corte, dobra e montagem",kg,6.98,6.31,13.29
05.101.000020.SER,"Armadura de aço CA-50 para estruturas de concreto armado, Ø até 12,5 mm, corte, dobra e montagem",kg,5.38,3.87,9.25
05.101.000021.SER,"Armadura de aço CA-50 para estruturas de concreto armado, Ø >12,5 mm até 25,0 mm, corte, dobra e montagem",kg,5.76,6.31,12.07
05.101.000030.SER,"Armadura de aço CA-60 para estruturas de concreto armado, Ø até 5,00 mm, corte, dobra e montagem",kg,5.47,3.39,8.86
05.101.000031.SER,"Armadura de aço CA-60 para estruturas de concreto armado, Ø de 5,00 até 7,00 mm, corte, dobra e montagem",kg,5.77,3.87,9.64
05.101.000032.SER,"Armadura de aço CA-60 para estruturas de concreto armado, Ø de 8,00 até 9,50 mm, corte, dobra e montagem",kg,7.53,2.42,9.95
05.101.000050.SER,"Armadura de tela de aço CA-60 Ø 4,20 mm, malha de 10 x 10 cm",m²,16.18,1.84,18.02
05.101.000052.SER,"Armadura de tela de aço CA-60 Ø 4,20 mm, malha de 15 x 15 cm",m²,11.55,1.14,12.69
05.101.000102.SER,"Armadura de aço CA-50 para pilares, Ø 12,5 mm, corte, dobra e montagem",kg,5.17,3.00,8.17
05.101.000105.SER,"Armadura de aço CA-50 para pilares, Ø 12,5 mm, fornecimento e montagem (aço adquirido cortado e dobrado)",kg,4.63,1.20,5.83
05.101.000202.SER,"Armadura de aço CA-50 para vigas Ø 10,0 mm, corte, dobra e montagem",kg,5.67,4.50,10.18
05.101.000205.SER,"Armadura de aço CA-50 para vigas Ø 10,0 mm, fornecimento e montagem (aço adquirido cortado e dobrado)",kg,4.84,2.79,7.63
05.101.000302.SER,"Armadura de aço CA-50 para lajes Ø 8,0 mm, corte, dobra e montagem",kg,5.55,2.34,7.88
05.101.000305.SER,"Armadura de aço CA-50 para lajes Ø 8,0 mm, montagem (aço adquirido cortado e dobrado)",kg,5.17,1.10,6.27
05.101.000400.SER,"Ancoragem de barras de aço, com resina base de poliéster",dm³,48.42,5.78,54.20
05.102,"Chumbadores",m,0,0,0
05.102.000010.SER,"Chumbadores expansíveis Ø 3/8",un,2.75,2.89,5.64
05.102.000011.SER,"Chumbadores expansíveis Ø 1/2",un,5.80,4.33,10.13
05.102.000012.SER,"Chumbadores expansíveis Ø 3/4",un,14.31,5.78,20.09
05.102.000020.SER,"Chumbadores químicos Ø 3/8",un,16.17,4.19,20.36
05.102.000021.SER,"Chumbadores químicos Ø 1/2",un,21.36,6.29,27.64
05.102.000022.SER,"Chumbadores químicos Ø 3/4",un,44.23,8.38,52.61
05.103,"Cimbramento",m,0,0,0
05.103.000010.SER,"Escoramento em madeira para vigas de edificação, com pontaletes 7,5 x 7,5cm para altura entre 2,2 e 2,6 m",m²,84.13,9.15,93.28
05.103.000011.SER,"Fabricação de escoramento em madeira para vigas de edificação, com pontaletes",m²,83.15,4.80,87.95
05.103.000012.SER,"Montagem de escoramento em madeira para vigas de edificação, com pontaletes",m²,0.97,3.66,4.64
05.103.000013.SER,"Desmontagem de escoramento em pontaletes para vigas de edificação",m²,0,0.69,0.69
05.103.000015.SER,"Escoramento em madeira para lajes de edificação, com pontaletes 7,5 x 7,5cm para altura de 2,7 a 3 m",m²,53.35,6.11,59.46
05.103.000016.SER,"Fabricação de escoramento em madeira para lajes de edificação, com pontaletes",m²,53.18,3.91,57.10
05.103.000017.SER,"Montagem de escoramento em madeira para lajes de edificação, com pontaletes",m²,0.16,2.08,2.25
05.103.000018.SER,"Desmontagem de escoramento em pontaletes",m²,0,0.12,0.12
05.103.000020.SER,"Escoramento em madeira para vigas de edificação, com escoras em eucalípto Ø 10cm para altura entre 2,2 e 3 m",m²,43.64,8.27,51.91
05.103.000021.SER,"Fabricação de escoramento em madeira para vigas de edificação, com escoras em eucalípto",m²,42.66,4.30,46.96
05.103.000022.SER,"Montagem de escoramento em madeira para vigas de edificação, com escoras em eucalípto",m²,0.97,3.35,4.32
05.103.000023.SER,"Desmontagem de escoramento em eucalipto",m²,0,0.63,0.63
05.103.000030.SER,"Cimbramento de madeira para alturas até 4 m, estruturas leves, fornecimento e montagem",m³,5.71,20.95,26.66
05.103.000040.SER,"Cimbramento metálico tubular com equipamento obtido por locação mensal",m³ x mês,40.80,0,40.80
05.103.000041.SER,"Cimbramento metálico tubular com equipamento obtido por locação mensal - evento de montagem e desmontagem",m³x nºeven,0,36.70,36.70
05.103.000050.SER,"Escoramento metálico para vigas de edificação com altura entre 2 e 3,2 m com equipamento obtido por locação mensal",m² x mês,11.39,0,11.39
05.103.000051.SER,"Escoramento metálico para vigas de edificação com altura entre 2 e 3,2 m com equipamento obtido por locação mensal - evento de montagem e desmontagem",m²x nºeven,22.92,2.61,25.52
05.103.000060.SER,"Escoramento metálico para lajes de edificação com altura entre 2 e 3,2 m com equipamento obtido por locação mensal",m² x mês,8.42,0,8.42
05.103.000061.SER,"Escoramento metálico para lajes de edificação com altura entre 2 e 3,2 m com equipamento obtido por locação mensal - evento de montagem e desmontagem",m²x nºeven,16.75,2.61,19.36
05.106,Fôrmas,m²,0,0.63,0.63
05.106.000010.SER,"Forma para estruturas de concreto com chapa compensada resinada # 12 mm",m²,154.16,32.70,186.86
05.106.000012.SER,"Forma para estruturas de concreto com chapa compensada resinada # 12 mm, 3 reaproveitamentos",m²,53.52,17.40,70.92
05.106.000014.SER,"Forma para estruturas de concreto com chapa compensada resinada # 12 mm - fabricação",m²,150.89,22.93,173.82
05.106.000016.SER,"Forma para estruturas de concreto com chapa compensada resinada # 12 mm - montagem",m²,3.27,6.84,10.11
05.106.000018.SER,"Forma para estruturas de concreto com chapa compensada resinada # 12 mm - desmontagem",m²,0,2.93,2.93
05.106.000030.SER,"Forma para estruturas de concreto com chapa compensada plastificada # 12 mm",m²,169.78,32.70,202.48
05.106.000032.SER,"Forma para estruturas de concreto com chapa compensada plastificada # 12 mm, 3 reaproveitamentos",m²,58.72,17.40,76.12
05.106.000034.SER,"Forma para estruturas de concreto com chapa compensada plastificada # 12 mm, 5 reaproveitamentos",m²,36.57,14.35,50.93
05.106.000036.SER,"Forma para estruturas de concreto com chapa compensada plastificada # 12 mm - fabricação",m²,166.51,22.93,189.44
05.106.000038.SER,"Forma para estruturas de concreto com chapa compensada plastificada # 12 mm - montagem",m²,3.27,6.84,10.11
05.106.000040.SER,"Forma para estruturas de concreto com chapa compensada plastificada # 12 mm - desmontagem",m²,0,2.93,2.93
05.106.000050.SER,"Forma para estruturas em curva, com tábuas, sarrafos e chapas de compensado naval # 6 mm",m²,107.66,154.13,261.79
05.106.000052.SER,"Forma para estruturas em curva, com tábuas, sarrafos e chapas de compensado naval # 6 mm, 3 reaproveitamentos",m²,37.27,79.24,116.51
05.106.000054.SER,"Forma para estruturas em curva, com tábuas, sarrafos e chapas de compensado naval # 6 mm, 5 reaproveitamentos",m²,23.19,64.26,87.45
05.106.000056.SER,"Forma para estruturas curvas de concreto com tábuas, sarrafos e chapas de compensado naval # 6 mm - fabricação",m²,105.58,112.34,217.92
05.106.000058.SER,"Forma para estruturas em curva com tábuas, sarrafos e chapas de compensado naval # 6 mm - montagem",m²,2.08,29.24,31.32
05.106.000060.SER,"Forma para estruturas em curva com tábuas, sarrafos e chapas de compensado naval # 6 mm - desmontagem",m²,0,12.55,12.55
05.106.000080.SER,"Forma para pilares com tábuas e sarrafos",m²,96.25,50.56,146.81
05.106.000082.SER,"Forma para pilares com tábuas e sarrafos, 3 reaproveitamentos",m²,37.21,28.97,66.18
05.106.000084.SER,"Forma para pilares com tábuas e sarrafos, 5 reaproveitamentos",m²,25.40,24.66,50.05
